agency_name,position,name,appointment_date,expiry_date,appointment_method
Mental Health Review Panel Roster,Vice Chair (Central) & Alternate Vice-Chair (South and North),"Huot, Denis",Dec 01 2025,Dec 31 2028,Ministerial Order
Mental Health Review Panel Roster,Vice-Chair (North) & Alternate Vice-Chair (Central and South),"Windwick, Brent",Sep 01 2023,Aug 31 2026,Ministerial Order
Mental Health Review Panel Roster,Vice-Chair (South) & Alternate Vice-Chair (North and Central),"Sproule, Sharon",Jun 21 2023,Jun 20 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Al Faraj, Noura",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Oyetola, Shola",Nov 06 2024,Nov 05 2027,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Crockford, David",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Gordon, Alan",Mar 13 2024,May 30 2027,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Hnatko, Gary",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Kravtsenyuk, Maryana",Aug 22 2025,Aug 21 2028,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"LaJeunesse, Tomy",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Blimkie, Erica",Dec 01 2025,Nov 30 2028,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Milani, Ali-Reza",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Mohamed, Zahra",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Petrov, Elena",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Rourke, Margaret",Mar 13 2024,Mar 15 2027,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Morrissette, Anita",Dec 01 2025,Nov 30 2028,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Stovel, Laura",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Tanguay, Karen",Mar 13 2024,May 30 2027,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Orimalade, Olufunto (Funto)",Dec 01 2025,Nov 30 2028,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Gorman, Chris",Apr 09 2026,Apr 08 2029,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Watson, Doug",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"Osinchuk, James",Apr 13 2026,Apr 12 2029,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"John, Nicholas",Apr 13 2026,Apr 12 2029,Ministerial Order
Mental Health Review Panel Roster,Psychiatrist Member,"MacArthur, Sarah",Apr 13 2026,Apr 12 2029,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Beier, Marvin",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Buchanan, Samuel",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Bunting, Natalie",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Jackman, Joshua",Feb 14 2025,Feb 13 2028,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Gautama, Bob",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Kherani, Shaffin",Feb 14 2025,Sep 15 2027,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Booyens, Carina",Aug 22 2025,Aug 21 2028,Ministerial Order
Mental Health Review Panel Roster,Public Member,"LaJeunesse, Ronald",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Laycock, Todd",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Tobias-Punzalan, Bea",Aug 22 2025,Aug 21 2028,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Bradford, Megan",Apr 13 2026,Apr 12 2029,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Armstrong, Matthew",Apr 13 2026,Apr 12 2029,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Klein, Linda",Apr 13 2026,Apr 12 2029,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Wilkin, Georgeann",Aug 22 2025,Aug 21 2028,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Milne, Denise",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Pavelich, Joy",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Porter, Joel",Sep 16 2023,Sep 15 2026,Ministerial Order
Mental Health Review Panel Roster,Public Member,"Hutchinson, Lynn",Apr 13 2026,Apr 12 2029,Ministerial Order
Metis Settlements Appeal Tribunal,Chair,"Thompson, Floyd",Mar 16 2024,Mar 15 2028,Ministerial Order
Metis Settlements Appeal Tribunal,Vice-Chair & Member,"Collins, Phyllis",Mar 16 2024,Mar 15 2028,Ministerial Order
Metis Settlements Appeal Tribunal,Non-Settlement Member,"Callihoo, Dennis",Mar 16 2024,Mar 15 2028,Ministerial Order
Metis Settlements Appeal Tribunal,Non-Settlement Member,"Lambert, Anne-Marie",Mar 16 2024,Mar 15 2028,Ministerial Order
Métis Women's Council on Economic Security,Member,"Ebach, Sandra",Apr 14 2026,Oct 31 2028,Ministerial Order
Métis Women's Council on Economic Security,Member,"Ebach, Sandra",Nov 29 2021,Nov 30 2025,Ministerial Order
Métis Women's Council on Economic Security,Member,"Weber, Lisa",Jun 20 2025,Jun 30 2028,Ministerial Order
Métis Women's Council on Economic Security,Member,"Bourque, Sharon",Jun 20 2025,Jun 30 2028,Ministerial Order
Métis Women's Council on Economic Security,Member,"Picotte, Millie Ann",Apr 14 2026,Oct 31 2028,Ministerial Order
Métis Women's Council on Economic Security,Member,"Picotte, Millie Ann",Nov 29 2021,Nov 30 2025,Ministerial Order
Métis Women's Council on Economic Security,Member,"Bell, Jeanien",Apr 27 2023,Nov 30 2025,Ministerial Order
Métis Women's Council on Economic Security,Member,"Bell, Jeanien",Apr 14 2026,Oct 31 2028,Ministerial Order
Métis Women's Council on Economic Security,Member,"Poitras-Oster, Dayle",Jun 20 2025,Jun 30 2028,Ministerial Order
Mount Royal University Board of Governors,Chair & Member,"Lee, Chris",Nov 29 2023,Nov 28 2026,Order in Council
Mount Royal University Board of Governors,Member,"Bodnarchuk, Tracey",May 07 2026,May 06 2029,Order in Council
Mount Royal University Board of Governors,Member,"Hunter, Brenden",Mar 13 2024,Mar 12 2027,Order in Council
Mount Royal University Board of Governors,Member,"Schaefer, Robert",Oct 22 2025,Oct 21 2028,Order in Council
Mount Royal University Board of Governors,Member,"Singh, Sheba",Nov 29 2023,Nov 28 2026,Order in Council
Mount Royal University Board of Governors,Member,"Hughes, Denise",Nov 27 2024,Nov 26 2027,Order in Council
Mount Royal University Board of Governors,Member,"Daniels, Laura",Mar 13 2024,Mar 12 2027,Order in Council
Mount Royal University Board of Governors,Member,"McLeod, Steven",May 07 2026,May 06 2029,Order in Council
Mount Royal University Board of Governors,Member,"Nelson, Dexter",Nov 27 2024,Nov 26 2027,Order in Council
Mount Royal University Board of Governors,Member,"Tetzlaff, Reynold",Mar 13 2024,Mar 12 2027,Order in Council
Mount Royal University Board of Governors,Alumni Member,"Radeta, Stefan",Sep 01 2025,Aug 31 2028,Ministerial Order
Mount Royal University Board of Governors,Alumni Member,"Paisley, Dustin",Sep 01 2025,Aug 31 2028,Ministerial Order
Mount Royal University Board of Governors,Academic Staff Rep,"Cook, Christian",Jul 09 2025,Jul 08 2027,Ministerial Order
Mount Royal University Board of Governors,Academic Staff Rep,"Roberts, Kari",Jul 01 2023,Jun 30 2026,Ministerial Order
Mount Royal University Board of Governors,Non-Academic Staff Rep,"Cave, Cyndi",Sep 11 2025,Jun 30 2027,Ministerial Order
Mount Royal University Board of Governors,Student Member Rep,"Hayyaneh, Tala",May 23 2025,Apr 30 2026,Ministerial Order
Mount Royal University Board of Governors,Student Member Rep,"Surujbally, Anita",May 23 2025,Apr 30 2026,Ministerial Order
MSI Foundation Board of Trustees,Public Member,"Mandel, Stephen",Oct 28 2024,Oct 27 2027,Ministerial Order
Natural Resources Conservation Board,Chair & Part-time Member,"Roberts, Sandi",Dec 13 2024,Dec 12 2027,Order in Council
Natural Resources Conservation Board,Part-time Member,"Dunham, Laura",Dec 13 2024,Dec 12 2027,Order in Council
Natural Resources Conservation Board,Acting Member,"Heaney, Daniel",Oct 01 2025,Sep 30 2026,Order in Council
Natural Resources Conservation Board,Part-time Member,"Smith, Richard",Apr 11 2023,Apr 10 2027,Order in Council
Natural Resources Conservation Board,Acting Member,"Ceroici, Walter",Nov 26 2025,Nov 25 2028,Order in Council
Natural Resources Conservation Board,Acting Member,"Graham, Earl",Oct 01 2025,Sep 30 2028,Order in Council
Natural Resources Conservation Board,Acting Member,"Stepaniuk, Darin",Apr 11 2023,Nov 25 2026,Order in Council
NorQuest College Board of Governors,Chair & Member,"Heron, Robert",Dec 18 2023,Dec 17 2026,Order in Council
NorQuest College Board of Governors,Member,"Adams, Jenny",Apr 22 2023,Apr 21 2026,Order in Council
NorQuest College Board of Governors,Member,"Cleall, Jennifer",Apr 22 2023,Apr 21 2026,Order in Council
NorQuest College Board of Governors,Member,"Decore, Joette",Apr 29 2023,Apr 28 2026,Order in Council
NorQuest College Board of Governors,Member,"Hugo, Daniel",Sep 29 2024,Sep 28 2027,Order in Council
NorQuest College Board of Governors,Member,"James, Supriya",May 23 2024,May 22 2027,Order in Council
NorQuest College Board of Governors,Member,"Naqvi-Rota, Tina",May 23 2024,May 22 2027,Order in Council
NorQuest College Board of Governors,Member,"Pickering, Brad",May 23 2024,May 22 2027,Order in Council
NorQuest College Board of Governors,Member,"Wanderley, Celia",Jun 04 2025,Jun 03 2028,Order in Council
NorQuest College Board of Governors,Member,"Braithwaite, Kyle",Mar 11 2026,Mar 10 2029,Order in Council
NorQuest College Board of Governors,Academic Staff Rep,"Parham, June",Dec 09 2025,Dec 08 2028,Ministerial Order
NorQuest College Board of Governors,Non-Academic Staff Rep,"Tabacchi, Anthony",Jun 26 2024,Jun 27 2027,Ministerial Order
NorQuest College Board of Governors,Student Member Rep,"Abukhadrah, Hebah",May 06 2026,Apr 30 2027,Ministerial Order
NorQuest College Board of Governors,Student Member Rep,"Amable, Trinity",Dec 09 2025,Apr 30 2027,Ministerial Order
Northern Alberta Development Council,Chair and MLA,"Yao, Tany",Mar 27 2026,Mar 26 2028,Order in Council
Northern Alberta Development Council,Member,"Copeland, Craig",May 23 2025,May 22 2028,Order in Council
Northern Alberta Development Council,Member,"Doucette, Melonie",May 23 2025,May 22 2028,Order in Council
Northern Alberta Development Council,Member,"Jaycox, Reva",Aug 27 2025,Aug 26 2027,Order in Council
Northern Alberta Development Council,Member,"Shmyruk, Tony",May 23 2025,May 22 2027,Order in Council
Northern Alberta Development Council,Member,"Ungarian, Terry",May 23 2026,May 22 2028,Order in Council
Northern Alberta Institute of Technology Board of Governors,Chair & Member,"Bayley, Melanie",Apr 30 2026,Apr 29 2029,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Palladino, Linda",Aug 29 2024,May 28 2027,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Cole, Doreen",Jun 04 2025,Jun 03 2028,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Brown, Daniel",Sep 29 2024,Sep 28 2027,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Smith, Rachel",Jun 20 2024,Jun 19 2027,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Neigel, Andrew",Apr 29 2023,Apr 28 2026,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Royer, Lorraine",Mar 29 2023,Mar 28 2026,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Cameron, Don",Dec 17 2025,Dec 16 2028,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Sidhu, PS",Apr 24 2024,Apr 23 2027,Order in Council
Northern Alberta Institute of Technology Board of Governors,Member,"Harder, Craig",Dec 17 2025,Dec 16 2028,Order in Council
Northern Alberta Institute of Technology Board of Governors,Academic Staff Rep,"Slywka, Lisa",Mar 11 2025,Mar 10 2028,Ministerial Order
Northern Alberta Institute of Technology Board of Governors,Academic Staff Rep,"Chattargoon, Steve",Oct 23 2024,Oct 22 2027,Ministerial Order
Northern Alberta Institute of Technology Board of Governors,Non-Academic Staff Rep,"Klymchuk, Andrea",May 06 2026,May 05 2029,Ministerial Order
Northern Alberta Institute of Technology Board of Governors,Student Member Rep,"Anderson, Chase",Sep 01 2025,Aug 31 2026,Ministerial Order
Northern Alberta Institute of Technology Board of Governors,Student Member Rep,"Mahal, Tanroop",Sep 01 2025,Aug 31 2026,Ministerial Order
Northern Lakes College Board of Governors,Chair & Member,"El-Sharkawi, Bady",Jun 25 2025,Jun 24 2028,Order in Council
Northern Lakes College Board of Governors,Member,"Daniels, Lana",Nov 07 2024,Nov 06 2027,Order in Council
Northern Lakes College Board of Governors,Member,"Ghostkeeper, Darrell",May 09 2024,May 08 2027,Order in Council
Northern Lakes College Board of Governors,Member,"Hatch, Barb",May 09 2024,May 08 2027,Order in Council
Northern Lakes College Board of Governors,Member,"Labrecque, Lucille",May 09 2024,May 08 2027,Order in Council
Northern Lakes College Board of Governors,Member,"Suderman, Adele",Jul 09 2025,Jul 08 2028,Order in Council
Northern Lakes College Board of Governors,Member,"Ward, Treena",May 09 2024,May 08 2027,Order in Council
Northern Lakes College Board of Governors,Student Member Rep,"Harding, Terry-Lynn",Dec 01 2025,Jun 30 2026,Ministerial Order
Northern Lakes College Board of Governors,Student Member Rep,"Ledger, Vanessa",Dec 01 2025,Jun 30 2026,Ministerial Order
Northern Lakes College Board of Governors,Academic Staff Rep,"Durdle, Leanna",Nov 30 2025,Nov 29 2027,Ministerial Order
Northern Lakes College Board of Governors,Non-Academic Staff Rep,"Paulson, Kyle",Feb 15 2024,Feb 14 2027,Ministerial Order
Northwestern Polytechnic Board of Governors,Chair & Member,"Miller, Shawna",Dec 18 2023,Dec 17 2026,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Forbes, Jason",Feb 16 2024,Feb 15 2027,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Pollock, Tab",Sep 17 2025,Sep 16 2028,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Beairsto, Andrew (Cody)",Feb 28 2026,Feb 27 2029,Order in Council
Northwestern Polytechnic Board of Governors,Member,"May, Tyler",Jun 20 2024,Jun 19 2027,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Wittig, Ken",Feb 16 2024,Feb 15 2027,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Nutting, Jan",Sep 17 2025,Sep 16 2028,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Landis, Dennis",Feb 16 2024,Feb 15 2027,Order in Council
Northwestern Polytechnic Board of Governors,Member,"McMann, Michael",Jun 20 2024,Jun 19 2027,Order in Council
Northwestern Polytechnic Board of Governors,Member,"Schmaltz, Wendy",Sep 17 2025,Sep 16 2028,Order in Council
Northwestern Polytechnic Board of Governors,Academic Staff Rep,"Van Tassell, Tamara",Feb 06 2026,Jun 30 2027,Ministerial Order
Northwestern Polytechnic Board of Governors,Academic Staff Rep,"Pietsch, Andrew",Sep 16 2025,Jun 30 2026,Ministerial Order
Northwestern Polytechnic Board of Governors,Non-Academic Staff Rep,"Jyotheendran, Karthika",Aug 06 2024,Aug 05 2026,Ministerial Order
Northwestern Polytechnic Board of Governors,Student Member Rep,"Ezzeddine, Hala",Jun 24 2025,Jun 30 2026,Ministerial Order
Northwestern Polytechnic Board of Governors,Student Member Rep,"Forest, Lily",Oct 23 2025,Jun 30 2026,Ministerial Order
Notaries Public Advisory Committee,Chair,"Kothari, Shamsher",Jan 23 2024,Jan 22 2027,Ministerial Order
Notaries Public Advisory Committee,Secretary,"Registrar, Department of Justice and Solictor General",Sep 24 2019,,Ministerial Order
Olds College Board of Governors,Chair & Member,"Kemmere, Al",May 14 2026,May 13 2029,Order in Council
Olds College Board of Governors,Member,"Atta, Rana",Sep 25 2024,Sep 24 2027,Order in Council
Olds College Board of Governors,Member,"Graham, Earl",Feb 11 2026,Feb 10 2029,Order in Council
Olds College Board of Governors,Member,"Hamilton, Mabel",Mar 13 2024,Mar 12 2027,Order in Council
Olds College Board of Governors,Member,"Hayes, Sarah",May 14 2026,May 13 2029,Order in Council
Olds College Board of Governors,Member,"Nielsen, Jeff",Feb 11 2026,Feb 10 2029,Order in Council
Olds College Board of Governors,Member,"Copley, Blake",Feb 25 2026,Feb 24 2029,Order in Council
Olds College Board of Governors,Member,"Copithorne-Barnes, Cherie",Jun 20 2024,Jun 19 2027,Order in Council
Olds College Board of Governors,Academic Staff Rep,"Pirri, Brenda-Ray",Jul 15 2024,Jun 30 2026,Ministerial Order
Olds College Board of Governors,Non-Academic Staff Rep,"Bauer, Mykaela",Dec 10 2025,Dec 09 2027,Ministerial Order
Olds College Board of Governors,Student Member Rep,"Dau, Anna",Jun 09 2025,Jun 08 2026,Ministerial Order
Olds College Board of Governors,Student Member Rep,"Singh, Sukhpreet",Jun 09 2025,Jun 08 2026,Ministerial Order
Organ and Tissue Donation and Transplantation Provincial Health Corporation,Chair & Member,"Paulson, Deanna",Feb 25 2026,Jun 24 2026,Ministerial Order
Out-Of-Country Health Services Appeal Panel,Vice-Chair & Physician Member,"Gibson, Neil",Mar 01 2023,Sep 08 2026,Ministerial Order
Out-Of-Country Health Services Appeal Panel,Physician Member,"Elzinga, Christine",Oct 06 2025,Oct 05 2028,Ministerial Order
Out-Of-Country Health Services Appeal Panel,Public Member,"Reid, Tim",Apr 25 2025,Apr 24 2028,Ministerial Order
